sample_id,source_mat_id,Extraction Number,imos_project,nrs_sample_code,samp_size,sample_volume_notes,sample_integrity_warnings,notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,QC_flag
102.100.100/27519,102.100.100/27519,,NRS,PHB20140911_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.; Noctiluca,16.06,meth_3.3.1,2.58,meth_3.3.1,1
102.100.100/27520,102.100.100/27520,,NRS,PHB20140911_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.; Noctiluca,15.76,meth_3.3.1,1.82,meth_3.3.1,1
102.100.100/27521,102.100.100/27521,,NRS,PHB20140911_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - salps; Sappharina sp.; Noctiluca,16.56,meth_3.3.1,1.7,meth_3.3.1,1
102.100.100/27522,102.100.100/27522,,NRS,PHB20141021_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,19.12,meth_3.3.1,1.89,meth_3.3.1,1
102.100.100/27523,102.100.100/27523,,NRS,PHB20141021_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,19.68,meth_3.3.1,2.05,meth_3.3.1,1
102.100.100/27524,102.100.100/27524,,NRS,PHB20141021_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,9.684,meth_3.3.1,2.08,meth_3.3.1,1
102.100.100/27525,102.100.100/27525,,NRS,PHB20141021_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,22.43,meth_3.3.1,2.23,meth_3.3.1,1
102.100.100/27526,102.100.100/27526,,NRS,PHB20141021_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,22.54,meth_3.3.1,1.88,meth_3.3.1,1
102.100.100/27527,102.100.100/27527,,NRS,PHB20141021_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,10.94,meth_3.3.1,1.8,meth_3.3.1,1
102.100.100/27528,102.100.100/27528,,NRS,PHB20141112_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,6.512,meth_3.3.1,1.47,meth_3.3.1,1
102.100.100/27529,102.100.100/27529,,NRS,PHB20141112_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,11.58,meth_3.3.1,1.97,meth_3.3.1,1
102.100.100/27530,102.100.100/27530,,NRS,PHB20141112_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,46.57,meth_3.3.1,1.64,meth_3.3.1,1
102.100.100/27531,102.100.100/27531,,NRS,PHB20141112_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,15.46,meth_3.3.1,2.67,meth_3.3.1,1
102.100.100/27532,102.100.100/27532,,NRS,PHB20141112_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,19.29,meth_3.3.1,1.89,meth_3.3.1,1
102.100.100/27533,102.100.100/27533,,NRS,PHB20141112_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,9.831,meth_3.3.1,1.92,meth_3.3.1,1
102.100.100/27534,102.100.100/27534,,NRS,PHB20141208_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.; lawn grass and plastic in zooplankton tow (not sampling contamination),22.06,meth_3.3.1,1.82,meth_3.3.1,1
102.100.100/27535,102.100.100/27535,,NRS,PHB20141208_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.; lawn grass and plastic in zooplankton tow (not sampling contamination),15.65,meth_3.3.1,1.85,meth_3.3.1,1
102.100.100/27536,102.100.100/27536,,NRS,PHB20141208_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.; lawn grass and plastic in zooplankton tow (not sampling contamination),5.626,meth_3.3.1,1.5,meth_3.3.1,1
102.100.100/27537,102.100.100/27537,,NRS,PHB20141208_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.; lawn grass and plastic in zooplankton tow (not sampling contamination),28.21,meth_3.3.1,2.18,meth_3.3.1,1
102.100.100/27538,102.100.100/27538,,NRS,PHB20141208_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.; lawn grass and plastic in zooplankton tow (not sampling contamination),9.652,meth_3.3.1,1.55,meth_3.3.1,1
102.100.100/27539,102.100.100/27539,,NRS,PHB20141208_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.; lawn grass and plastic in zooplankton tow (not sampling contamination),3.716,meth_3.3.1,1.81,meth_3.3.1,1
102.100.100/27540,102.100.100/27540,,NRS,PHB20150121_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,48.96,meth_3.3.1,1.92,meth_3.3.1,1
102.100.100/27541,102.100.100/27541,,NRS,PHB20150121_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,49.45,meth_3.3.1,2.01,meth_3.3.1,1
102.100.100/27542,102.100.100/27542,,NRS,PHB20150121_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,10.65,meth_3.3.1,2.15,meth_3.3.1,1
102.100.100/27543,102.100.100/27543,,NRS,PHB20150121_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,33.17,meth_3.3.1,2.14,meth_3.3.1,1
102.100.100/27544,102.100.100/27544,,NRS,PHB20150121_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,18.56,meth_3.3.1,1.91,meth_3.3.1,1
102.100.100/27545,102.100.100/27545,,NRS,PHB20150121_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,12.88,meth_3.3.1,1.83,meth_3.3.1,1
102.100.100/27546,102.100.100/27546,,NRS,PHB20150225_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,6.625,meth_3.3.1,1.8,meth_3.3.1,1
102.100.100/27547,102.100.100/27547,,NRS,PHB20150225_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,6.661,meth_3.3.1,1.99,meth_3.3.1,1
102.100.100/27548,102.100.100/27548,,NRS,PHB20150225_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,5.522,meth_3.3.1,2.28,meth_3.3.1,1
102.100.100/27549,102.100.100/27549,,NRS,PHB20150225_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,3.439,meth_3.3.1,5.53,meth_3.3.1,1
102.100.100/27550,102.100.100/27550,,NRS,PHB20150225_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,6.49,meth_3.3.1,2.22,meth_3.3.1,1
102.100.100/27551,102.100.100/27551,,NRS,PHB20150225_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,6.263,meth_3.3.1,2.23,meth_3.3.1,1
102.100.100/21862,102.100.100/21862,,NRS,PHB20150330_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21863,102.100.100/21863,,NRS,PHB20150330_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21867,102.100.100/21867,,NRS,PHB20150330_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21864,102.100.100/21864,,NRS,PHB20150330_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21865,102.100.100/21865,,NRS,PHB20150330_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21866,102.100.100/21866,,NRS,PHB20150330_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21820,102.100.100/21820,,NRS,PHB20150518_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21821,102.100.100/21821,,NRS,PHB20150518_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21825,102.100.100/21825,,NRS,PHB20150518_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21822,102.100.100/21822,,NRS,PHB20150518_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21823,102.100.100/21823,,NRS,PHB20150518_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21824,102.100.100/21824,,NRS,PHB20150518_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21856,102.100.100/21856,,NRS,PHB20150630_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21857,102.100.100/21857,,NRS,PHB20150630_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21861,102.100.100/21861,,NRS,PHB20150630_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21858,102.100.100/21858,,NRS,PHB20150630_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21859,102.100.100/21859,,NRS,PHB20150630_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21860,102.100.100/21860,,NRS,PHB20150630_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21874,102.100.100/21874,,NRS,PHB20150723_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21875,102.100.100/21875,,NRS,PHB20150723_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21879,102.100.100/21879,,NRS,PHB20150723_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21876,102.100.100/21876,,NRS,PHB20150723_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21877,102.100.100/21877,,NRS,PHB20150723_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21878,102.100.100/21878,,NRS,PHB20150723_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21886,102.100.100/21886,,NRS,PHB20150819_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21887,102.100.100/21887,,NRS,PHB20150819_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21891,102.100.100/21891,,NRS,PHB20150819_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21888,102.100.100/21888,,NRS,PHB20150819_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21889,102.100.100/21889,,NRS,PHB20150819_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21890,102.100.100/21890,,NRS,PHB20150819_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21898,102.100.100/21898,,NRS,PHB20151013_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21899,102.100.100/21899,,NRS,PHB20151013_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21903,102.100.100/21903,,NRS,PHB20151013_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21900,102.100.100/21900,,NRS,PHB20151013_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21901,102.100.100/21901,,NRS,PHB20151013_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21902,102.100.100/21902,,NRS,PHB20151013_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
102.100.100/21910,102.100.100/21910,,NRS,PHB20151115_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21911,102.100.100/21911,,NRS,PHB20151115_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21915,102.100.100/21915,,NRS,PHB20151115_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21912,102.100.100/21912,,NRS,PHB20151115_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21913,102.100.100/21913,,NRS,PHB20151115_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/21914,102.100.100/21914,,NRS,PHB20151115_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,-9999,-9999,-9999,-9999,1
102.100.100/34194,102.100.100/34194,,NRS,PHB20151215_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling abandoned part way through due to severe weather therefore some metadata may be missing,20.04,meth_3.3.1,1.97,meth_3.3.1,1
102.100.100/34195,102.100.100/34195,,NRS,PHB20151215_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling abandoned part way through due to severe weather therefore some metadata may be missing,14.54,meth_3.3.1,1.83,meth_3.3.1,1
102.100.100/34196,102.100.100/34196,,NRS,PHB20151215_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling abandoned part way through due to severe weather therefore some metadata may be missing,25.73,meth_3.3.1,1.89,meth_3.3.1,1
102.100.100/34197,102.100.100/34197,,NRS,PHB20151215_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling abandoned part way through due to severe weather therefore some metadata may be missing,22.5,meth_3.3.1,1.9,meth_3.3.1,1
102.100.100/34198,102.100.100/34198,,NRS,PHB20151215_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling abandoned part way through due to severe weather therefore some metadata may be missing,30.8,meth_3.3.1,1.93,meth_3.3.1,1
102.100.100/34127,102.100.100/34127,,NRS,PHB20160201_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,37.24,meth_3.3.1,1.89,meth_3.3.1,1
102.100.100/34128,102.100.100/34128,,NRS,PHB20160201_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,35.9,meth_3.3.1,1.95,meth_3.3.1,1
102.100.100/34132,102.100.100/34132,,NRS,PHB20160201_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,18.27,meth_3.3.1,2.04,meth_3.3.1,1
102.100.100/34129,102.100.100/34129,,NRS,PHB20160201_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,26.64,meth_3.3.1,1.96,meth_3.3.1,1
102.100.100/34130,102.100.100/34130,,NRS,PHB20160201_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,36.82,meth_3.3.1,1.97,meth_3.3.1,1
102.100.100/34131,102.100.100/34131,,NRS,PHB20160201_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,16.22,meth_3.3.1,1.84,meth_3.3.1,1
102.100.100/34133,102.100.100/34133,,NRS,PHB20160229_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,30.98,meth_3.3.1,1.86,meth_3.3.1,1
102.100.100/34134,102.100.100/34134,,NRS,PHB20160229_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,19.12,meth_3.3.1,1.74,meth_3.3.1,1
102.100.100/34138,102.100.100/34138,,NRS,PHB20160229_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,37.73,meth_3.3.1,1.85,meth_3.3.1,1
102.100.100/34135,102.100.100/34135,,NRS,PHB20160229_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,31.86,meth_3.3.1,2,meth_3.3.1,1
102.100.100/34136,102.100.100/34136,,NRS,PHB20160229_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,27.53,meth_3.3.1,1.83,meth_3.3.1,1
102.100.100/34137,102.100.100/34137,,NRS,PHB20160229_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,28.92,meth_3.3.1,1.9,meth_3.3.1,1
102.100.100/34121,102.100.100/34121,,NRS,PHB20160407_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,23.93,meth_3.3.1,1.77,meth_3.3.1,1
102.100.100/34122,102.100.100/34122,,NRS,PHB20160407_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,27.35,meth_3.3.1,1.82,meth_3.3.1,1
102.100.100/34126,102.100.100/34126,,NRS,PHB20160407_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,14.95,meth_3.3.1,1.77,meth_3.3.1,1
102.100.100/34123,102.100.100/34123,,NRS,PHB20160407_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,11.53,meth_3.3.1,1.9,meth_3.3.1,1
102.100.100/34124,102.100.100/34124,,NRS,PHB20160407_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,16.49,meth_3.3.1,1.81,meth_3.3.1,1
102.100.100/34125,102.100.100/34125,,NRS,PHB20160407_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,13.41,meth_3.3.1,1.63,meth_3.3.1,1
102.100.100/34115,102.100.100/34115,,NRS,PHB20160502_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,28.48,meth_3.3.1,1.88,meth_3.3.1,1
102.100.100/34116,102.100.100/34116,,NRS,PHB20160502_10,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,22.3,meth_3.3.1,1.98,meth_3.3.1,1
102.100.100/34120,102.100.100/34120,,NRS,PHB20160502_100,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,13.45,meth_3.3.1,1.87,meth_3.3.1,1
102.100.100/34117,102.100.100/34117,,NRS,PHB20160502_25,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,18.69,meth_3.3.1,1.89,meth_3.3.1,1
102.100.100/34118,102.100.100/34118,,NRS,PHB20160502_50,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,11.71,meth_3.3.1,1.89,meth_3.3.1,1
102.100.100/34119,102.100.100/34119,,NRS,PHB20160502_75,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,Sampling observations - Sappharina sp.,22.78,meth_3.3.1,1.78,meth_3.3.1,1
102.100.100/139779,102.100.100/139779,253,NRS,PHB20160615_0,2,Other - not recorded in field log sheets| assume 2 L as per protocol,,,-9999,-9999,-9999,-9999,1
