sample_id,source_mat_id,imos_site_code,coastal_id,sample_type,utc_date_sampled,utc_time_sampled,collection_date,notes,depth,tot_depth_water_col,samp_size,samp_vol_we_dna_ext,sample_volume_notes,sample_integrity_warnings,temp,AM_internal_notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,ammonium,chlorophyll_a,chlorophyll_ctd,conductivity_aqueous,fluor,nitrate_nitrite,nitrite,oxygen,par,part_org_carb,ph,phosphate,salinity,salinity_lab,secchi_depth,silicate,transmittance,tss,turbidity,nitrate,tot_nitro,tot_phosp
102.100.100/142564,102.100.100/142564,CSTRP,,Coastal water,2/12/2021,12:04:00,2021-12-02T12:04:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142565,102.100.100/142565,CSTRP,,Coastal water,2/12/2021,12:08:00,2021-12-02T12:08:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142649,102.100.100/142649,CSBAI,,Coastal water,16/12/2021,10:20:00,2021-12-16T10:20:00Z,nutrient sample compromised not analysed,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142648,102.100.100/142648,CSBAI,,Coastal water,16/12/2021,10:30:00,2021-12-16T10:30:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142647,102.100.100/142647,CSBAI,,Coastal water,16/12/2021,10:38:00,2021-12-16T10:38:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142566,102.100.100/142566,CSTRP,,Coastal water,16/12/2021,13:22:00,2021-12-16T13:22:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142567,102.100.100/142567,CSTRP,,Coastal water,16/12/2021,13:26:00,2021-12-16T13:26:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142568,102.100.100/142568,CSTRP,,Coastal water,16/12/2021,13:31:00,2021-12-16T13:31:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/400598,102.100.100/400598,CSHOB,EPA VIC Site_Id 1991,Coastal water,20/12/2021,1:22:00,2021-12-20T01:22:00Z,,2,,,,,,19.7567,,86.86,meth_3.3.1,1.98,meth_3.3.1,0.357,1.3,,,0.967,0.143,0.143,236.796,361.58,,8.033,1.614,33.486,,4.5,6.158,,,,,,
102.100.100/400599,102.100.100/400599,CSHOB,EPA VIC Site_Id 1991,Coastal water,20/12/2021,1:25:00,2021-12-20T01:25:00Z,,2,,,,,,19.7567,,166.5,meth_3.3.1,1.91,meth_3.3.1,0.357,1.3,,,0.967,0.143,0.143,236.796,361.58,,8.033,1.614,33.486,,4.5,6.158,,,,,,
102.100.100/400600,102.100.100/400600,CSHOB,EPA VIC Site_Id 1991,Coastal water,20/12/2021,1:28:00,2021-12-20T01:28:00Z,,2,,,,,,19.7567,,242.7,meth_3.3.1,1.88,meth_3.3.1,0.357,1.3,,,0.967,0.143,0.143,236.796,361.58,,8.033,1.614,33.486,,4.5,6.158,,,,,,
102.100.100/400601,102.100.100/400601,CSLOR,EPA VIC Site_Id 369,Coastal water,21/12/2021,22:21:00,2021-12-21T22:21:00Z,,2,,,,,,20.0155,,,,,,0.714,0.8,,,0.92,0.286,0.214,226.42,262.61,,8.071,2.228,35.282,,5.5,4.161,,4.5,0.754,0.071,1.4e-05,9e-06
102.100.100/400602,102.100.100/400602,CSLOR,EPA VIC Site_Id 369,Coastal water,21/12/2021,22:28:00,2021-12-21T22:28:00Z,,2,,,,,,20.0155,,,,,,0.714,0.8,,,0.92,0.286,0.214,226.42,262.61,,8.071,2.228,35.282,,5.5,4.161,,4.5,0.754,0.071,1.4e-05,9e-06
102.100.100/400603,102.100.100/400603,CSLOR,EPA VIC Site_Id 369,Coastal water,21/12/2021,22:33:00,2021-12-21T22:33:00Z,,2,,,,,,20.0155,,,,,,0.714,0.8,,,0.92,0.286,0.214,226.42,262.61,,8.071,2.228,35.282,,5.5,4.161,,4.5,0.754,0.071,1.4e-05,9e-06
102.100.100/142646,102.100.100/142646,CSBAI,,Coastal water,28/12/2021,10:57:00,2021-12-28T10:57:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142645,102.100.100/142645,CSBAI,,Coastal water,28/12/2021,11:03:00,2021-12-28T11:03:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142644,102.100.100/142644,CSBAI,,Coastal water,28/12/2021,11:08:00,2021-12-28T11:08:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142569,102.100.100/142569,CSTRP,,Coastal water,28/12/2021,12:12:00,2021-12-28T12:12:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142570,102.100.100/142570,CSTRP,,Coastal water,28/12/2021,12:15:00,2021-12-28T12:15:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142571,102.100.100/142571,CSTRP,,Coastal water,28/12/2021,12:19:00,2021-12-28T12:19:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142643,102.100.100/142643,CSBAI,,Coastal water,13/01/2022,8:00:00,2022-01-13T08:00:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142642,102.100.100/142642,CSBAI,,Coastal water,13/01/2022,8:10:00,2022-01-13T08:10:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142641,102.100.100/142641,CSBAI,,Coastal water,13/01/2022,8:20:00,2022-01-13T08:20:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142574,102.100.100/142574,CSTRP,,Coastal water,13/01/2022,10:00:00,2022-01-13T10:00:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142573,102.100.100/142573,CSTRP,,Coastal water,13/01/2022,10:05:00,2022-01-13T10:05:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142572,102.100.100/142572,CSTRP,,Coastal water,13/01/2022,10:10:00,2022-01-13T10:10:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/400607,102.100.100/400607,CSLOR,EPA VIC Site_Id 369,Coastal water,24/01/2022,2:35:00,2022-01-24T02:35:00Z,,2,,,,,,25.91,,,,,,0.143,0.8,,,-10.271,0.214,0.143,214.982,2317.4,,8.099,2.195,35.282,,3.5,1.831,,,,,,
102.100.100/400608,102.100.100/400608,CSLOR,EPA VIC Site_Id 369,Coastal water,24/01/2022,2:35:00,2022-01-24T02:35:00Z,,2,,,,,,25.91,,,,,,0.143,0.8,,,-10.271,0.214,0.143,214.982,2317.4,,8.099,2.195,35.282,,3.5,1.831,,,,,,
102.100.100/400609,102.100.100/400609,CSLOR,EPA VIC Site_Id 369,Coastal water,24/01/2022,2:35:00,2022-01-24T02:35:00Z,,2,,,,,,25.91,,,,,,0.143,0.8,,,-10.271,0.214,0.143,214.982,2317.4,,8.099,2.195,35.282,,3.5,1.831,,,,,,
102.100.100/400604,102.100.100/400604,CSHOB,EPA VIC Site_Id 1991,Coastal water,24/01/2022,20:30:00,2022-01-24T20:30:00Z,,2,,,,,,24.5798,,,,,,0.428,0.5,,,1.209,0.286,0.143,215.638,384.15,,8.02,1.679,34.031,,3.5,3.162,,0.9,0.528,0.143,2.4e-05,7e-06
102.100.100/400605,102.100.100/400605,CSHOB,EPA VIC Site_Id 1991,Coastal water,24/01/2022,20:35:00,2022-01-24T20:35:00Z,,2,,,,,,24.5798,,,,,,0.428,0.5,,,1.209,0.286,0.143,215.638,384.15,,8.02,1.679,34.031,,3.5,3.162,,0.9,0.528,0.143,2.4e-05,7e-06
102.100.100/400606,102.100.100/400606,CSHOB,EPA VIC Site_Id 1991,Coastal water,24/01/2022,20:38:00,2022-01-24T20:38:00Z,,2,,,,,,24.5798,,,,,,0.428,0.5,,,1.209,0.286,0.143,215.638,384.15,,8.02,1.679,34.031,,3.5,3.162,,0.9,0.528,0.143,2.4e-05,7e-06
102.100.100/142640,102.100.100/142640,CSBAI,,Coastal water,27/01/2022,9:06:00,2022-01-27T09:06:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142639,102.100.100/142639,CSBAI,,Coastal water,27/01/2022,9:11:00,2022-01-27T09:11:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142638,102.100.100/142638,CSBAI,,Coastal water,27/01/2022,9:18:00,2022-01-27T09:18:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142575,102.100.100/142575,CSTRP,,Coastal water,27/01/2022,10:52:00,2022-01-27T10:52:00Z,,2,,1.8,1.8,High biomass/particulate matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142576,102.100.100/142576,CSTRP,,Coastal water,27/01/2022,10:58:00,2022-01-27T10:58:00Z,,2,,1.9,1.9,High biomass/particulate matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142577,102.100.100/142577,CSTRP,,Coastal water,27/01/2022,11:02:00,2022-01-27T11:02:00Z,,2,,1.9,1.9,High biomass/particulate matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142687,102.100.100/142687,CSTRM,WQQ495_D0,Coastal water,8/02/2022,23:52:00,2022-02-08T23:52:00Z,,2,8,2,2,,,ND,,,,,,0.16,0.295,0.26,,,0.07,BDL,,,9.223,,BDL,33.125,31.908,5,21.47,82.215,1.052,ND,,,
102.100.100/142688,102.100.100/142688,CSTRM,WQQ495_D0,Coastal water,8/02/2022,23:54:00,2022-02-08T23:54:00Z,,2,8,2,2,,,ND,,,,,,0.16,0.295,0.26,,,0.07,BDL,,,9.223,,BDL,33.125,31.908,5,21.47,82.215,1.052,ND,,,
102.100.100/142689,102.100.100/142689,CSTRM,WQQ495_D0,Coastal water,8/02/2022,23:56:00,2022-02-08T23:56:00Z,,2,8,2,2,,,ND,,,,,,0.16,0.295,0.26,,,0.07,BDL,,,9.223,,BDL,33.125,31.908,5,21.47,82.215,1.052,ND,,,
102.100.100/142637,102.100.100/142637,CSBAI,,Coastal water,10/02/2022,10:45:00,2022-02-10T10:45:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142636,102.100.100/142636,CSBAI,,Coastal water,10/02/2022,10:50:00,2022-02-10T10:50:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142635,102.100.100/142635,CSBAI,,Coastal water,10/02/2022,10:55:00,2022-02-10T10:55:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142578,102.100.100/142578,CSTRP,,Coastal water,10/02/2022,11:24:00,2022-02-10T11:24:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142579,102.100.100/142579,CSTRP,,Coastal water,10/02/2022,11:28:00,2022-02-10T11:28:00Z,,2,,1.57,1.57,High biomass/particulate matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142580,102.100.100/142580,CSTRP,,Coastal water,10/02/2022,11:33:00,2022-02-10T11:33:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142690,102.100.100/142690,CSRMR,WQQ504_D0,Coastal water,10/02/2022,23:48:00,2022-02-10T23:48:00Z,,2,9,2,2,,,29.958,,,,,,0.455,0.118,0.107,,,0.09,0.02,,,5.603,,BDL,33.475,33.413,8,8.315,95.19,0.05,ND,,,
102.100.100/142691,102.100.100/142691,CSRMR,WQQ504_D0,Coastal water,10/02/2022,23:50:00,2022-02-10T23:50:00Z,,2,9,2,2,,,29.958,,,,,,0.455,0.118,0.107,,,0.09,0.02,,,5.603,,BDL,33.475,33.413,8,8.315,95.19,0.05,ND,,,
102.100.100/142692,102.100.100/142692,CSRMR,WQQ504_D0,Coastal water,10/02/2022,23:52:00,2022-02-10T23:52:00Z,,2,9,2,2,,,29.958,,,,,,0.455,0.118,0.107,,,0.09,0.02,,,5.603,,BDL,33.475,33.413,8,8.315,95.19,0.05,ND,,,
102.100.100/142693,102.100.100/142693,CSGNI,WQQ513_D0,Coastal water,11/02/2022,23:41:00,2022-02-11T23:41:00Z,,0,40,2,2,,,29.389,,,,,,0.32,0.395,0.039,,,0.04,BDL,,,4.212,,BDL,33.804,33.809,22,4.89,96.845,0.05,ND,,,
102.100.100/142694,102.100.100/142694,CSGNI,WQQ513_D0,Coastal water,11/02/2022,23:42:00,2022-02-11T23:42:00Z,,0,40,2,2,,,29.389,,,,,,0.32,0.395,0.039,,,0.04,BDL,,,4.212,,BDL,33.804,33.809,22,4.89,96.845,0.05,ND,,,
102.100.100/142695,102.100.100/142695,CSGNI,WQQ513_D0,Coastal water,11/02/2022,23:43:00,2022-02-11T23:43:00Z,,0,40,2,2,,,29.389,,,,,,0.32,0.395,0.039,,,0.04,BDL,,,4.212,,BDL,33.804,33.809,22,4.89,96.845,0.05,ND,,,
102.100.100/142696,102.100.100/142696,CSGNI,WQQ513_D1,Coastal water,11/02/2022,23:45:00,2022-02-11T23:45:00Z,,37,40,2,2,,,29.125,,,,,,0.185,0.16,0.332,,,0.08,0.025,,,4.287,,0.045,34.443,34.456,22,2.375,93.313,0.334,ND,,,
102.100.100/142697,102.100.100/142697,CSGNI,WQQ513_D1,Coastal water,11/02/2022,23:48:00,2022-02-11T23:48:00Z,,37,40,2,2,,,29.125,,,,,,0.185,0.16,0.332,,,0.08,0.025,,,4.287,,0.045,34.443,34.456,22,2.375,93.313,0.334,ND,,,
102.100.100/142698,102.100.100/142698,CSGNI,WQQ513_D1,Coastal water,11/02/2022,23:50:00,2022-02-11T23:50:00Z,,37,40,2,2,,,29.125,,,,,,0.185,0.16,0.332,,,0.08,0.025,,,4.287,,0.045,34.443,34.456,22,2.375,93.313,0.334,ND,,,
102.100.100/142702,102.100.100/142702,CSYKK,WQQ515_D1,Coastal water,12/02/2022,1:22:00,2022-02-12T01:22:00Z,,8,11,2,2,,,29.514,,,,,,BDL,0.296,ND,,,0.025,BDL,,,8.028,,0.03,ND,33.756,9,4.27,ND,0.929,ND,,,
102.100.100/142703,102.100.100/142703,CSYKK,WQQ515_D1,Coastal water,12/02/2022,1:23:00,2022-02-12T01:23:00Z,,8,11,2,2,,,29.514,,,,,,BDL,0.296,ND,,,0.025,BDL,,,8.028,,0.03,ND,33.756,9,4.27,ND,0.929,ND,,,
102.100.100/142704,102.100.100/142704,CSYKK,WQQ515_D1,Coastal water,12/02/2022,1:27:00,2022-02-12T01:27:00Z,,8,11,2,2,,,29.514,,,,,,BDL,0.296,ND,,,0.025,BDL,,,8.028,,0.03,ND,33.756,9,4.27,ND,0.929,ND,,,
102.100.100/142699,102.100.100/142699,CSYKK,WQQ515_D0,Coastal water,12/02/2022,1:28:00,2022-02-12T01:28:00Z,,0,11,2,2,,,29.837,,,,,,0.255,0.247,ND,,,0.04,0.025,,,7.412,,BDL,ND,32.786,9,13,ND,0.364,ND,,,
102.100.100/142700,102.100.100/142700,CSYKK,WQQ515_D0,Coastal water,12/02/2022,1:29:00,2022-02-12T01:29:00Z,,0,11,2,2,,,29.837,,,,,,0.255,0.247,ND,,,0.04,0.025,,,7.412,,BDL,ND,32.786,9,13,ND,0.364,ND,,,
102.100.100/142701,102.100.100/142701,CSYKK,WQQ515_D0,Coastal water,12/02/2022,1:31:00,2022-02-12T01:31:00Z,,0,11,2,2,,,29.837,,,,,,0.255,0.247,ND,,,0.04,0.025,,,7.412,,BDL,ND,32.786,9,13,ND,0.364,ND,,,
102.100.100/142705,102.100.100/142705,CSPTD,WQQ517_D0,Coastal water,12/02/2022,4:25:00,2022-02-12T04:25:00Z,,0,17,2,2,,,30.179,,,,,,0.125,0.095,0.081,,,0.03,BDL,,,4.47,,BDL,33.258,33.293,9,8.21,95.751,0.05,ND,,,
102.100.100/142706,102.100.100/142706,CSPTD,WQQ517_D0,Coastal water,12/02/2022,4:27:00,2022-02-12T04:27:00Z,,0,17,2,2,,,30.179,,,,,,0.125,0.095,0.081,,,0.03,BDL,,,4.47,,BDL,33.258,33.293,9,8.21,95.751,0.05,ND,,,
102.100.100/142707,102.100.100/142707,CSPTD,WQQ517_D0,Coastal water,12/02/2022,4:28:00,2022-02-12T04:28:00Z,,0,17,2,2,,,30.179,,,,,,0.125,0.095,0.081,,,0.03,BDL,,,4.47,,BDL,33.258,33.293,9,8.21,95.751,0.05,ND,,,
102.100.100/142708,102.100.100/142708,CSPTD,WQQ517_D1,Coastal water,12/02/2022,4:29:00,2022-02-12T04:29:00Z,,13,17,2,2,,,29.472,,,,,,0.355,0.18,0.138,,,0.035,BDL,,,5.653,,0.02,33.832,33.786,9,4.43,89.738,0.199,ND,,,
102.100.100/142709,102.100.100/142709,CSPTD,WQQ517_D1,Coastal water,12/02/2022,4:32:00,2022-02-12T04:32:00Z,,13,17,2,2,,,29.472,,,,,,0.355,0.18,0.138,,,0.035,BDL,,,5.653,,0.02,33.832,33.786,9,4.43,89.738,0.199,ND,,,
102.100.100/142710,102.100.100/142710,CSPTD,WQQ517_D1,Coastal water,12/02/2022,4:34:00,2022-02-12T04:34:00Z,,13,17,2,2,,,29.472,,,,,,0.355,0.18,0.138,,,0.035,BDL,,,5.653,,0.02,33.832,33.786,9,4.43,89.738,0.199,ND,,,
102.100.100/142714,102.100.100/142714,CSCTL,WQQ518_D1,Coastal water,12/02/2022,23:13:00,2022-02-12T23:13:00Z,,16,20,2,2,,,29.711,,,,,,0.315,0.153,0.09,,,0.045,0.025,,,6.02,,BDL,33.791,33.799,17,4.61,96.984,0.145,ND,,,
102.100.100/142715,102.100.100/142715,CSCTL,WQQ518_D1,Coastal water,12/02/2022,23:15:00,2022-02-12T23:15:00Z,,16,20,2,2,,,29.711,,,,,,0.315,0.153,0.09,,,0.045,0.025,,,6.02,,BDL,33.791,33.799,17,4.61,96.984,0.145,ND,,,
102.100.100/142716,102.100.100/142716,CSCTL,WQQ518_D1,Coastal water,12/02/2022,23:16:00,2022-02-12T23:16:00Z,,16,20,2,2,,,29.711,,,,,,0.315,0.153,0.09,,,0.045,0.025,,,6.02,,BDL,33.791,33.799,17,4.61,96.984,0.145,ND,,,
102.100.100/142711,102.100.100/142711,CSCTL,WQQ518_D0,Coastal water,12/02/2022,23:18:00,2022-02-12T23:18:00Z,,0,20,2,2,,,29.718,,,,,,0.295,0.142,0.106,,,0.03,0.02,,,4.962,,0.025,33.793,33.798,17,4.58,95.644,0.114,ND,,,
102.100.100/142712,102.100.100/142712,CSCTL,WQQ518_D0,Coastal water,12/02/2022,23:20:00,2022-02-12T23:20:00Z,,0,20,2,2,,,29.718,,,,,,0.295,0.142,0.106,,,0.03,0.02,,,4.962,,0.025,33.793,33.798,17,4.58,95.644,0.114,ND,,,
102.100.100/142713,102.100.100/142713,CSCTL,WQQ518_D0,Coastal water,12/02/2022,23:21:00,2022-02-12T23:21:00Z,,0,20,2,2,,,29.718,,,,,,0.295,0.142,0.106,,,0.03,0.02,,,4.962,,0.025,33.793,33.798,17,4.58,95.644,0.114,ND,,,
102.100.100/142720,102.100.100/142720,CSDBI,WQQ516_D1,Coastal water,13/02/2022,4:13:00,2022-02-13T04:13:00Z,,17,20,2,2,,,29.633,,,,,,0.235,0.291,0.215,,,0.04,0.03,,,8.645,,BDL,33.762,33.784,9,4.465,89.191,0.649,ND,,,
102.100.100/142721,102.100.100/142721,CSDBI,WQQ516_D1,Coastal water,13/02/2022,4:15:00,2022-02-13T04:15:00Z,,17,20,2,2,,,29.633,,,,,,0.235,0.291,0.215,,,0.04,0.03,,,8.645,,BDL,33.762,33.784,9,4.465,89.191,0.649,ND,,,
102.100.100/142722,102.100.100/142722,CSDBI,WQQ516_D1,Coastal water,13/02/2022,4:17:00,2022-02-13T04:17:00Z,,17,20,2,2,,,29.633,,,,,,0.235,0.291,0.215,,,0.04,0.03,,,8.645,,BDL,33.762,33.784,9,4.465,89.191,0.649,ND,,,
102.100.100/142717,102.100.100/142717,CSDBI,WQQ516_D0,Coastal water,13/02/2022,4:19:00,2022-02-13T04:19:00Z,,0,20,2,2,,,29.65,,,,,,0.105,0.228,1.041,,,0.04,0.02,,,5.828,,BDL,33.758,33.78,9,4.36,90.258,0.484,ND,,,
102.100.100/142718,102.100.100/142718,CSDBI,WQQ516_D0,Coastal water,13/02/2022,4:20:00,2022-02-13T04:20:00Z,,0,20,2,2,,,29.65,,,,,,0.105,0.228,1.041,,,0.04,0.02,,,5.828,,BDL,33.758,33.78,9,4.36,90.258,0.484,ND,,,
102.100.100/142719,102.100.100/142719,CSDBI,WQQ516_D0,Coastal water,13/02/2022,4:21:00,2022-02-13T04:21:00Z,,0,20,2,2,,,29.65,,,,,,0.105,0.228,1.041,,,0.04,0.02,,,5.828,,BDL,33.758,33.78,9,4.36,90.258,0.484,ND,,,
102.100.100/142726,102.100.100/142726,CSFLB,WQQ514_D1,Coastal water,13/02/2022,6:16:00,2022-02-13T06:16:00Z,,6,9,2,2,,,29.725,,,,,,0.145,0.286,0.262,,,0.04,0.025,,,10.69,,BDL,33.727,33.722,3.5,4.905,77.571,2.389,ND,,,
102.100.100/142727,102.100.100/142727,CSFLB,WQQ514_D1,Coastal water,13/02/2022,6:17:00,2022-02-13T06:17:00Z,,6,9,2,2,,,29.725,,,,,,0.145,0.286,0.262,,,0.04,0.025,,,10.69,,BDL,33.727,33.722,3.5,4.905,77.571,2.389,ND,,,
102.100.100/142728,102.100.100/142728,CSFLB,WQQ514_D1,Coastal water,13/02/2022,6:18:00,2022-02-13T06:18:00Z,,6,9,2,2,,,29.725,,,,,,0.145,0.286,0.262,,,0.04,0.025,,,10.69,,BDL,33.727,33.722,3.5,4.905,77.571,2.389,ND,,,
102.100.100/142723,102.100.100/142723,CSFLB,WQQ514_D0,Coastal water,13/02/2022,6:20:00,2022-02-13T06:20:00Z,,0,9,2,2,,,29.716,,,,,,0.17,0.27,0.243,,,0.045,BDL,,,10.81,,BDL,33.728,33.723,3.5,4.88,79.573,1.814,ND,,,
102.100.100/142724,102.100.100/142724,CSFLB,WQQ514_D0,Coastal water,13/02/2022,6:21:00,2022-02-13T06:21:00Z,,0,9,2,2,,,29.716,,,,,,0.17,0.27,0.243,,,0.045,BDL,,,10.81,,BDL,33.728,33.723,3.5,4.88,79.573,1.814,ND,,,
102.100.100/142725,102.100.100/142725,CSFLB,WQQ514_D0,Coastal water,13/02/2022,6:22:00,2022-02-13T06:22:00Z,,0,9,2,2,,,29.716,,,,,,0.17,0.27,0.243,,,0.045,BDL,,,10.81,,BDL,33.728,33.723,3.5,4.88,79.573,1.814,ND,,,
102.100.100/400610,102.100.100/400610,CSHOB,EPA VIC Site_Id 1991,Coastal water,14/02/2022,21:42:00,2022-02-14T21:42:00Z,,2,,,,,,22.3684,,,,,,0.428,1.6,,,2.098,0.643,0.143,214.045,53.627,,8.059,2.002,34.216,,1.5,1.664,,4.3,1.852,0.5,2.1e-05,7e-06
102.100.100/400611,102.100.100/400611,CSHOB,EPA VIC Site_Id 1991,Coastal water,14/02/2022,21:45:00,2022-02-14T21:45:00Z,,2,,,,,,22.3684,,,,,,0.428,1.6,,,2.098,0.643,0.143,214.045,53.627,,8.059,2.002,34.216,,1.5,1.664,,4.3,1.852,0.5,2.1e-05,7e-06
102.100.100/400612,102.100.100/400612,CSHOB,EPA VIC Site_Id 1991,Coastal water,14/02/2022,21:48:00,2022-02-14T21:48:00Z,,2,,,,,,22.3684,,,,,,0.428,1.6,,,2.098,0.643,0.143,214.045,53.627,,8.059,2.002,34.216,,1.5,1.664,,4.3,1.852,0.5,2.1e-05,7e-06
102.100.100/400613,102.100.100/400613,CSLOR,EPA VIC Site_Id 369,Coastal water,15/02/2022,3:01:00,2022-02-15T03:01:00Z,,2,,,,,,22.5591,,140.5,meth_3.3.1,1.9,meth_3.3.1,0.428,1.3,,,1.193,0.5,0.143,231.483,1949.4,,8.122,2.712,35.474,,2.5,0.333,,5.7,0.713,0.357,2.8e-05,1e-05
102.100.100/400614,102.100.100/400614,CSLOR,EPA VIC Site_Id 369,Coastal water,15/02/2022,3:02:00,2022-02-15T03:02:00Z,,2,,,,,,22.5591,,199.5,meth_3.3.1,1.99,meth_3.3.1,0.428,1.3,,,1.193,0.5,0.143,231.483,1949.4,,8.122,2.712,35.474,,2.5,0.333,,5.7,0.713,0.357,2.8e-05,1e-05
102.100.100/400615,102.100.100/400615,CSLOR,EPA VIC Site_Id 369,Coastal water,15/02/2022,3:03:00,2022-02-15T03:03:00Z,,2,,,,,,22.5591,,90.49,meth_3.3.1,1.96,meth_3.3.1,0.428,1.3,,,1.193,0.5,0.143,231.483,1949.4,,8.122,2.712,35.474,,2.5,0.333,,5.7,0.713,0.357,2.8e-05,1e-05
102.100.100/142581,102.100.100/142581,CSTRP,,Coastal water,24/02/2022,10:54:00,2022-02-24T10:54:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142582,102.100.100/142582,CSTRP,,Coastal water,24/02/2022,11:00:00,2022-02-24T11:00:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142583,102.100.100/142583,CSTRP,,Coastal water,24/02/2022,11:06:00,2022-02-24T11:06:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142634,102.100.100/142634,CSBAI,,Coastal water,24/02/2022,11:33:00,2022-02-24T11:33:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142633,102.100.100/142633,CSBAI,,Coastal water,24/02/2022,11:42:00,2022-02-24T11:42:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/142632,102.100.100/142632,CSBAI,,Coastal water,24/02/2022,11:47:00,2022-02-24T11:47:00Z,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/400616,102.100.100/400616,CSHOB,EPA VIC Site_Id 1991,Coastal water,17/03/2022,0:30:00,2022-03-17T00:30:00Z,,2,,,,,,20.8303,,,,,,1.142,1.6,,,1.926,1,0.143,203.481,297.41,,8.069,1.937,33.892,,4,5.326,,2.4,1.125,0.857,2.5e-05,7e-06
102.100.100/400617,102.100.100/400617,CSHOB,EPA VIC Site_Id 1991,Coastal water,17/03/2022,0:32:00,2022-03-17T00:32:00Z,,2,,,,,,20.8303,,,,,,1.142,1.6,,,1.926,1,0.143,203.481,297.41,,8.069,1.937,33.892,,4,5.326,,2.4,1.125,0.857,2.5e-05,7e-06
102.100.100/400618,102.100.100/400618,CSHOB,EPA VIC Site_Id 1991,Coastal water,17/03/2022,0:35:00,2022-03-17T00:35:00Z,,2,,,,,,20.8303,,,,,,1.142,1.6,,,1.926,1,0.143,203.481,297.41,,8.069,1.937,33.892,,4,5.326,,2.4,1.125,0.857,2.5e-05,7e-06
102.100.100/400619,102.100.100/400619,CSLOR,EPA VIC Site_Id 369,Coastal water,17/03/2022,2:00:00,2022-03-17T02:00:00Z,,2,,,,,,20.8022,,,,,,0.571,0.8,,,0.944,1,0.071,230.171,553.82,,8.198,3.229,35.288,,5.5,0.499,,4.9,0.426,0.928,3e-05,1.1e-05
