sample_id,source_mat_id,imos_site_code,coastal_id,sample_type,utc_date_sampled,utc_time_sampled,collection_date,notes,depth,tot_depth_water_col,samp_size,samp_vol_we_dna_ext,sample_volume_notes,sample_integrity_warnings,temp,AM_internal_notes,dna_concentration_submitter,dna_concentration_submitter_meth,absorbance_260_280_ratio_submitter,absorbance_260_280_ratio_submitter_meth,ammonium,chlorophyll_a,chlorophyll_ctd,conductivity_aqueous,fluor,nitrate_nitrite,nitrite,oxygen,par,part_org_carb,ph,phosphate,salinity,salinity_lab,secchi_depth,silicate,transmittance,tss,turbidity,nitrate,tot_nitro,tot_phosp
102.100.100/403812,102.100.100/403812,CSPTD,WQQ983_D1,Coastal water,9/06/2024,4:30:00,2024-06-09T04:30:00Z,,12,,2,2,,,24.523,,5.56,meth_3.3.3,,,0.105,0.21,0.405,,,0.03,0.01,,,8.8,,0.08,34.833,34.833,3.5,6.22,59.919,0,5.187,,,
102.100.100/403813,102.100.100/403813,CSPTD,WQQ983_D1,Coastal water,9/06/2024,4:30:00,2024-06-09T04:30:00Z,,12,,2,2,,,24.523,,14.3,meth_3.3.3,,,0.105,0.21,0.405,,,0.03,0.01,,,8.8,,0.08,34.833,34.833,3.5,6.22,59.919,0,5.187,,,
102.100.100/403814,102.100.100/403814,CSCTL,WQQ984_D0,Coastal water,9/06/2024,22:50:00,2024-06-09T22:50:00Z,,0,,2,2,,,24.345,,22.9,meth_3.3.3,,,0.14,0.267,0.375,,,0.07,0.01,,,9.415,,0.085,34.618,34.597,3,8.635,71.533,0,3.048,,,
102.100.100/403815,102.100.100/403815,CSCTL,WQQ984_D0,Coastal water,9/06/2024,22:50:00,2024-06-09T22:50:00Z,,0,,2,2,,,24.345,,20.3,meth_3.3.3,,,0.14,0.267,0.375,,,0.07,0.01,,,9.415,,0.085,34.618,34.597,3,8.635,71.533,0,3.048,,,
102.100.100/403816,102.100.100/403816,CSCTL,WQQ984_D0,Coastal water,9/06/2024,22:50:00,2024-06-09T22:50:00Z,,0,,2,2,,,24.345,,12.9,meth_3.3.3,,,0.14,0.267,0.375,,,0.07,0.01,,,9.415,,0.085,34.618,34.597,3,8.635,71.533,0,3.048,,,
102.100.100/403817,102.100.100/403817,CSCTL,WQQ984_D1,Coastal water,9/06/2024,22:50:00,2024-06-09T22:50:00Z,,14,,2,2,,,24.434,,22.2,meth_3.3.3,,,0.115,0.244,0.423,,,0.045,0.01,,,7.28,,0.11,34.721,34.735,3,7.71,74.916,0,3.198,,,
102.100.100/403818,102.100.100/403818,CSCTL,WQQ984_D1,Coastal water,9/06/2024,22:50:00,2024-06-09T22:50:00Z,,14,,2,2,,,24.434,,14,meth_3.3.3,,,0.115,0.244,0.423,,,0.045,0.01,,,7.28,,0.11,34.721,34.735,3,7.71,74.916,0,3.198,,,
102.100.100/403819,102.100.100/403819,CSCTL,WQQ984_D1,Coastal water,9/06/2024,22:50:00,2024-06-09T22:50:00Z,,14,,2,2,,,24.434,,18.9,meth_3.3.3,,,0.115,0.244,0.423,,,0.045,0.01,,,7.28,,0.11,34.721,34.735,3,7.71,74.916,0,3.198,,,
102.100.100/404294,102.100.100/404294,,,Filtration control,2024-06-10,,2024-06-10,MilliQ end June 2024,,,,,,,,,0.0181,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403820,102.100.100/403820,CSDBI,WQQ982_D0,Coastal water,10/06/2024,3:23:00,2024-06-10T03:23:00Z,,0,,2,2,,,24.43,,16.5,meth_3.3.3,,,0.24,0.146,0.197,,,0.04,0.01,,,7.04,,0.08,34.992,34.993,5,5.235,84.629,0,1.801,,,
102.100.100/403821,102.100.100/403821,CSDBI,WQQ982_D0,Coastal water,10/06/2024,3:23:00,2024-06-10T03:23:00Z,,0,,2,2,,,24.43,,12.6,meth_3.3.3,,,0.24,0.146,0.197,,,0.04,0.01,,,7.04,,0.08,34.992,34.993,5,5.235,84.629,0,1.801,,,
102.100.100/403822,102.100.100/403822,CSDBI,WQQ982_D0,Coastal water,10/06/2024,3:23:00,2024-06-10T03:23:00Z,,0,,2,2,,,24.43,,6.29,meth_3.3.3,,,0.24,0.146,0.197,,,0.04,0.01,,,7.04,,0.08,34.992,34.993,5,5.235,84.629,0,1.801,,,
102.100.100/403823,102.100.100/403823,CSDBI,WQQ982_D1,Coastal water,10/06/2024,3:23:00,2024-06-10T03:23:00Z,,16,,2,2,,,24.298,,11.3,meth_3.3.3,,,0.225,0.202,0.417,,,0.02,0.01,,,6.97,,0.085,35.01,35.026,5,4.925,81.453,0,2.26,,,
102.100.100/403824,102.100.100/403824,CSDBI,WQQ982_D1,Coastal water,10/06/2024,3:23:00,2024-06-10T03:23:00Z,,16,,2,2,,,24.298,,9.05,meth_3.3.3,,,0.225,0.202,0.417,,,0.02,0.01,,,6.97,,0.085,35.01,35.026,5,4.925,81.453,0,2.26,,,
102.100.100/403825,102.100.100/403825,CSDBI,WQQ982_D1,Coastal water,10/06/2024,3:23:00,2024-06-10T03:23:00Z,,16,,2,2,,,24.298,,7.36,meth_3.3.3,,,0.225,0.202,0.417,,,0.02,0.01,,,6.97,,0.085,35.01,35.026,5,4.925,81.453,0,2.26,,,
102.100.100/403826,102.100.100/403826,CSFLB,WQQ980_D0,Coastal water,10/06/2024,5:21:00,2024-06-10T05:21:00Z,,0,,2,2,,,24.15,,13.5,meth_3.3.3,,,0.16,0.202,0.249,,,0.25,0.01,,,11.46,,0.08,35.024,35.021,3,5.215,77.968,0,2.327,,,
102.100.100/403827,102.100.100/403827,CSFLB,WQQ980_D0,Coastal water,10/06/2024,5:21:00,2024-06-10T05:21:00Z,,0,,2,2,,,24.15,,18.4,meth_3.3.3,,,0.16,0.202,0.249,,,0.25,0.01,,,11.46,,0.08,35.024,35.021,3,5.215,77.968,0,2.327,,,
102.100.100/403828,102.100.100/403828,CSFLB,WQQ980_D0,Coastal water,10/06/2024,5:21:00,2024-06-10T05:21:00Z,,0,,2,2,,,24.15,,24.5,meth_3.3.3,,,0.16,0.202,0.249,,,0.25,0.01,,,11.46,,0.08,35.024,35.021,3,5.215,77.968,0,2.327,,,
102.100.100/403829,102.100.100/403829,CSFLB,WQQ980_D1,Coastal water,10/06/2024,5:21:00,2024-06-10T05:21:00Z,,4,,2,2,,,24.155,,22,meth_3.3.3,,,0.11,0.196,0.327,,,0.025,0.01,,,12.4,,0.07,35.024,35.021,3,5.32,78.17,0,2.466,,,
102.100.100/403830,102.100.100/403830,CSFLB,WQQ980_D1,Coastal water,10/06/2024,5:21:00,2024-06-10T05:21:00Z,,4,,2,2,,,24.155,,11.4,meth_3.3.3,,,0.11,0.196,0.327,,,0.025,0.01,,,12.4,,0.07,35.024,35.021,3,5.32,78.17,0,2.466,,,
102.100.100/403831,102.100.100/403831,CSFLB,WQQ980_D1,Coastal water,10/06/2024,5:21:00,2024-06-10T05:21:00Z,,4,,2,2,,,24.155,,19.9,meth_3.3.3,,,0.11,0.196,0.327,,,0.025,0.01,,,12.4,,0.07,35.024,35.021,3,5.32,78.17,0,2.466,,,
102.100.100/403841,102.100.100/403841,CSTRP,,Coastal water,12/06/2024,22:36:00,2024-06-12T22:36:00Z,,2,,1.21,1.21,Other - Filters were clogged,,,,15.5,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403842,102.100.100/403842,CSTRP,,Coastal water,12/06/2024,22:41:00,2024-06-12T22:41:00Z,,2,,1.71,1.71,Other - Filters were clogged,,,,17.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403843,102.100.100/403843,CSTRP,,Coastal water,12/06/2024,22:46:00,2024-06-12T22:46:00Z,,2,,2,2,,,,,16.3,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403888,102.100.100/403888,CSBAI,,Coastal water,13/06/2024,20:10:00,2024-06-13T20:10:00Z,,2,,2,2,,,,,10.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403887,102.100.100/403887,CSBAI,,Coastal water,13/06/2024,20:14:00,2024-06-13T20:14:00Z,,2,,2,2,,,,,16,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403886,102.100.100/403886,CSBAI,,Coastal water,13/06/2024,20:20:00,2024-06-13T20:20:00Z,,2,,2,2,,,,,11.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403844,102.100.100/403844,CSTRP,,Coastal water,26/06/2024,22:53:00,2024-06-26T22:53:00Z,,2,,1.53,1.53,Other - Filters were clogged,,,,21.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403845,102.100.100/403845,CSTRP,,Coastal water,26/06/2024,22:58:00,2024-06-26T22:58:00Z,,2,,1.42,1.42,Other - Filters were clogged,,,,21.5,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403846,102.100.100/403846,CSTRP,,Coastal water,26/06/2024,23:04:00,2024-06-26T23:04:00Z,,2,,1.405,1.405,Other - Filters were clogged,,,,20,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403885,102.100.100/403885,CSBAI,,Coastal water,27/06/2024,2:10:00,2024-06-27T02:10:00Z,,2,,2,2,,,,,27.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403884,102.100.100/403884,CSBAI,,Coastal water,27/06/2024,2:15:00,2024-06-27T02:15:00Z,,2,,2,2,,,,,22.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403883,102.100.100/403883,CSBAI,,Coastal water,27/06/2024,2:20:00,2024-06-27T02:20:00Z,,2,,2,2,,,,,17.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403847,102.100.100/403847,CSTRP,,Coastal water,10/07/2024,23:11:00,2024-07-10T23:11:00Z,,2,,1.16,1.16,Other - Filters were clogged,,,,16.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403848,102.100.100/403848,CSTRP,,Coastal water,10/07/2024,23:15:00,2024-07-10T23:15:00Z,,2,,1.23,1.23,Other - Filters were clogged,,,,11.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403849,102.100.100/403849,CSTRP,,Coastal water,10/07/2024,23:19:00,2024-07-10T23:19:00Z,,2,,1.305,1.305,Other - Filters were clogged,,,,18.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403882,102.100.100/403882,CSBAI,,Coastal water,11/07/2024,21:10:00,2024-07-11T21:10:00Z,,2,,2,2,,,,,26.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403881,102.100.100/403881,CSBAI,,Coastal water,11/07/2024,21:15:00,2024-07-11T21:15:00Z,,2,,2,2,,,,,16,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403880,102.100.100/403880,CSBAI,,Coastal water,11/07/2024,21:18:00,2024-07-11T21:18:00Z,,2,,2,2,,,,,22.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403879,102.100.100/403879,CSBAI,,Coastal water,25/07/2024,20:30:00,2024-07-25T20:30:00Z,,2,,2,2,,,,,1.98,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403878,102.100.100/403878,CSBAI,,Coastal water,25/07/2024,20:35:00,2024-07-25T20:35:00Z,,2,,2,2,,,,,14.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403877,102.100.100/403877,CSBAI,,Coastal water,25/07/2024,20:40:00,2024-07-25T20:40:00Z,,2,,2,2,,,,,10.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403850,102.100.100/403850,CSTRP,,Coastal water,26/07/2024,0:20:00,2024-07-26T00:20:00Z,,2,,2,2,,,,,13.7,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403851,102.100.100/403851,CSTRP,,Coastal water,26/07/2024,0:24:00,2024-07-26T00:24:00Z,,2,,1.713,1.713,Other - Filters were clogged,,,,11.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403852,102.100.100/403852,CSTRP,,Coastal water,26/07/2024,0:29:00,2024-07-26T00:29:00Z,,2,,2,2,,,,,15.3,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403853,102.100.100/403853,CSTRP,,Coastal water,7/08/2024,23:04:00,2024-08-07T23:04:00Z,,2,,2,2,,,,,20.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403854,102.100.100/403854,CSTRP,,Coastal water,7/08/2024,23:09:00,2024-08-07T23:09:00Z,,2,,1.85,1.85,Other - Filters were clogged,,,,15.3,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403855,102.100.100/403855,CSTRP,,Coastal water,7/08/2024,23:14:00,2024-08-07T23:14:00Z,,2,,1.76,1.76,Other - Filters were clogged,,,,16.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403876,102.100.100/403876,CSBAI,,Coastal water,8/08/2024,20:35:00,2024-08-08T20:35:00Z,,2,,2,2,,,,,11.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403875,102.100.100/403875,CSBAI,,Coastal water,8/08/2024,20:40:00,2024-08-08T20:40:00Z,,2,,2,2,,,,,7.17,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403874,102.100.100/403874,CSBAI,,Coastal water,8/08/2024,20:45:00,2024-08-08T20:45:00Z,,2,,2,2,,,,,11.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403856,102.100.100/403856,CSTRP,,Coastal water,21/08/2024,23:57:00,2024-08-21T23:57:00Z,,2,,2,2,,,,,15.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403857,102.100.100/403857,CSTRP,,Coastal water,22/08/2024,0:01:00,2024-08-22T00:01:00Z,,2,,2,2,,,,,11.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403858,102.100.100/403858,CSTRP,,Coastal water,22/08/2024,0:07:00,2024-08-22T00:07:00Z,,2,,2,2,,,,,12.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403859,102.100.100/403859,CSTRP,,Coastal water,5/09/2024,21:03:00,2024-09-05T21:03:00Z,,2,,2,2,,,,,41.2,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403860,102.100.100/403860,CSTRP,,Coastal water,5/09/2024,21:08:00,2024-09-05T21:08:00Z,,2,,2,2,,,,,25.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403861,102.100.100/403861,CSTRP,,Coastal water,5/09/2024,21:14:00,2024-09-05T21:14:00Z,,2,,2,2,,,,,30.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403870,102.100.100/403870,CSBAI,,Coastal water,5/09/2024,22:10:00,2024-09-05T22:10:00Z,,2,,2,2,,,,,18.5,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403869,102.100.100/403869,CSBAI,,Coastal water,5/09/2024,22:15:00,2024-09-05T22:15:00Z,,2,,2,2,,,,,17.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403868,102.100.100/403868,CSBAI,,Coastal water,5/09/2024,22:22:00,2024-09-05T22:22:00Z,,2,,2,2,,,,,16.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403862,102.100.100/403862,CSTRP,,Coastal water,19/09/2024,21:07:00,2024-09-19T21:07:00Z,,2,,2,2,,,,,23.5,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403863,102.100.100/403863,CSTRP,,Coastal water,19/09/2024,21:12:00,2024-09-19T21:12:00Z,,2,,2,2,,,,,29.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403864,102.100.100/403864,CSTRP,,Coastal water,19/09/2024,21:18:00,2024-09-19T21:18:00Z,,2,,2,2,,,,,29.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403867,102.100.100/403867,CSBAI,,Coastal water,19/09/2024,22:33:00,2024-09-19T22:33:00Z,,2,,2,2,,,,,14.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403866,102.100.100/403866,CSBAI,,Coastal water,19/09/2024,22:43:00,2024-09-19T22:43:00Z,,2,,2,2,,,,,24.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403865,102.100.100/403865,CSBAI,,Coastal water,19/09/2024,22:55:00,2024-09-19T22:55:00Z,,2,,2,2,,,,,29.3,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403570,102.100.100/403570,CSHOB,EPA VIC Site_Id 1991,Coastal water,23/09/2024,23:30,2024-09-23T23:30:00Z,,1,9.8,1.9,1.9,High biomass/particulate matter,,,,12.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403571,102.100.100/403571,CSHOB,EPA VIC Site_Id 1991,Coastal water,23/09/2024,23:33,2024-09-23T23:30:00Z,,1,9.8,1.9,1.9,High biomass/particulate matter,,,,11.7,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403572,102.100.100/403572,CSHOB,EPA VIC Site_Id 1991,Coastal water,23/09/2024,23:35,2024-09-23T23:30:00Z,,1,9.8,1.9,1.9,High biomass/particulate matter,,,,16,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403573,102.100.100/403573,CSLOR,EPA VIC Site_Id 369,Coastal water,24/09/2024,0:52,2024-09-24T00:52:00Z,,1,5.4,2,2,,,,,14.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403574,102.100.100/403574,CSLOR,EPA VIC Site_Id 369,Coastal water,24/09/2024,0:55,2024-09-24T00:55:00Z,,1,5.4,2,2,,,,,17.6,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/403575,102.100.100/403575,CSLOR,EPA VIC Site_Id 369,Coastal water,24/09/2024,0:58,2024-09-24T00:58:00Z,,1,5.4,1.6,1.6,Other - Intake of air by pump created blockage,,,,11.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404315,102.100.100/404315,CSBAI,,Coastal water,3/10/2024,10:38:00,2024-10-03T00:38:00T,,2,,2,2,,,,,11.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404316,102.100.100/404316,CSBAI,,Coastal water,3/10/2024,10:47:00,2024-10-03T00:47:00T,,2,,2,2,,,,,7.61,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404317,102.100.100/404317,CSBAI,,Coastal water,3/10/2024,10:55:00,2024-10-03T00:55:00T,,2,,2,2,,,,,8.95,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404312,102.100.100/404312,CSTRP,,Coastal water,3/10/2024,12:09:00,2024-10-03T02:09:00T,Neap tide; very low tide when sampled,2,,2,2,,,,,14.1,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404313,102.100.100/404313,CSTRP,,Coastal water,3/10/2024,12:14:00,2024-10-03T02:14:00T,Neap tide; very low tide when sampled,2,,2,2,,,,,8.07,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404314,102.100.100/404314,CSTRP,,Coastal water,3/10/2024,12:19:00,2024-10-03T02:19:00T,Neap tide; very low tide when sampled,2,,2,2,,,,,22.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404321,102.100.100/404321,CSBAI,,Coastal water,17/10/2024,11:23:00,2024-10-16T22:51:00T,,2,,2,2,,,,,26.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404323,102.100.100/404323,CSBAI,,Coastal water,17/10/2024,11:23:00,2024-10-16T22:58:00T,,2,,2,2,,,,,28.7,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404322,102.100.100/404322,CSBAI,,Coastal water,17/10/2024,11:28:00,2024-10-16T23:05:00T,,2,,2,2,,,,,36.4,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404318,102.100.100/404318,CSTRP,,Coastal water,17/10/2024,12:09:00,2024-10-17T00:23:00T,,2,,2,2,,,,,9.91,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404319,102.100.100/404319,CSTRP,,Coastal water,17/10/2024,12:14:00,2024-10-17T00:28:00T,,2,,2,2,,,,,14.9,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404320,102.100.100/404320,CSTRP,,Coastal water,17/10/2024,12:19:00,2024-10-17T00:35:00T,,2,,2,2,,,,,13.8,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/405079,102.100.100/405079,,,Filtration control,2024-10-25,,2024-10-25,MilliQ start Oct 2024,,,,,,,,,0.0647,meth_3.3.3,,,,,,,,,,,,,,,,,,,,,,,,
102.100.100/404260,102.100.100/404260,CSGNI,WQR051_D1,Coastal water,25/10/2024,23:36,2024-10-25T23:36:00Z,,34,,2,2,,,26.672,,5.09,meth_3.3.3,,,0.155,0.125,0.141,,,0.01,0.01,,,3.24,,0.095,35.32,35.365,15,1.27,93.758,0.35,1.155,,,
102.100.100/404261,102.100.100/404261,CSGNI,WQR051_D1,Coastal water,25/10/2024,23:38,2024-10-25T23:38:00Z,,34,,2,2,,,26.672,,3.89,meth_3.3.3,,,0.155,0.125,0.141,,,0.01,0.01,,,3.24,,0.095,35.32,35.365,15,1.27,93.758,0.35,1.155,,,
102.100.100/404262,102.100.100/404262,CSGNI,WQR051_D1,Coastal water,25/10/2024,23:42,2024-10-25T23:42:00Z,,34,,2,2,,,26.672,,6.15,meth_3.3.3,,,0.155,0.125,0.141,,,0.01,0.01,,,3.24,,0.095,35.32,35.365,15,1.27,93.758,0.35,1.155,,,
102.100.100/404257,102.100.100/404257,CSGNI,WQR051_D0,Coastal water,25/10/2024,23:45,2024-10-25T23:45:00Z,,0,,2,2,,,27.349,,4.07,meth_3.3.3,,,0.205,0.073,0.065,,,0.015,0.01,,,3.54,,0.07,35.426,35.476,15,1.655,94.984,0.085,0.854,,,
102.100.100/404258,102.100.100/404258,CSGNI,WQR051_D0,Coastal water,25/10/2024,23:47,2024-10-25T23:47:00Z,,0,,2,2,,,27.349,,6.46,meth_3.3.3,,,0.205,0.073,0.065,,,0.015,0.01,,,3.54,,0.07,35.426,35.476,15,1.655,94.984,0.085,0.854,,,
102.100.100/404259,102.100.100/404259,CSGNI,WQR051_D0,Coastal water,25/10/2024,23:49,2024-10-25T23:49:00Z,,0,,1.8,1.8,,,27.349,,1.14,meth_3.3.3,,,0.205,0.073,0.065,,,0.015,0.01,,,3.54,,0.07,35.426,35.476,15,1.655,94.984,0.085,0.854,,,
102.100.100/404266,102.100.100/404266,CSYKK,WQR053_D1,Coastal water,26/10/2024,1:26,2024-10-26T01:26:00Z,,7,,2,2,,,27.404,,16,meth_3.3.3,,,0.15,0.346,0.181,,,0.01,0.01,,,8.825,,0.09,35.415,35.536,5,3.68,83.254,1.415,1.8,,,
102.100.100/404267,102.100.100/404267,CSYKK,WQR053_D1,Coastal water,26/10/2024,1:28,2024-10-26T01:28:00Z,,7,,2,2,,,27.404,,11.9,meth_3.3.3,,,0.15,0.346,0.181,,,0.01,0.01,,,8.825,,0.09,35.415,35.536,5,3.68,83.254,1.415,1.8,,,
102.100.100/404268,102.100.100/404268,CSYKK,WQR053_D1,Coastal water,26/10/2024,1:30,2024-10-26T01:30:00Z,,7,,2,2,,,27.404,,18.4,meth_3.3.3,,,0.15,0.346,0.181,,,0.01,0.01,,,8.825,,0.09,35.415,35.536,5,3.68,83.254,1.415,1.8,,,
102.100.100/404263,102.100.100/404263,CSYKK,WQR053_D0,Coastal water,26/10/2024,1:31,2024-10-26T01:31:00Z,,0,,2,2,,,28.067,,8.37,meth_3.3.3,,,0.3,0.272,0.02,,,0.025,0.005,,,8.45,,0.1,35.545,35.595,5,4.765,84.391,0.925,1.539,,,
102.100.100/404264,102.100.100/404264,CSYKK,WQR053_D0,Coastal water,26/10/2024,1:33,2024-10-26T01:33:00Z,,0,,2,2,,,28.067,,11.6,meth_3.3.3,,,0.3,0.272,0.02,,,0.025,0.005,,,8.45,,0.1,35.545,35.595,5,4.765,84.391,0.925,1.539,,,
102.100.100/404265,102.100.100/404265,CSYKK,WQR053_D0,Coastal water,26/10/2024,1:35,2024-10-26T01:35:00Z,,0,,2,2,,,28.067,,6.14,meth_3.3.3,,,0.3,0.272,0.02,,,0.025,0.005,,,8.45,,0.1,35.545,35.595,5,4.765,84.391,0.925,1.539,,,
102.100.100/404272,102.100.100/404272,CSPTD,WQR055_D1,Coastal water,26/10/2024,4:33,2024-10-26T04:33:00Z,,13,,2,2,,,27.114,,2.59,meth_3.3.3,,,0.38,0.176,0.197,,,0.06,0.01,,,5.49,,0.095,35.4,35.424,6,2.36,84.488,0.87,1.849,,,
102.100.100/404273,102.100.100/404273,CSPTD,WQR055_D1,Coastal water,26/10/2024,4:38,2024-10-26T04:38:00Z,,13,,2,2,,,27.114,,7.1,meth_3.3.3,,,0.38,0.176,0.197,,,0.06,0.01,,,5.49,,0.095,35.4,35.424,6,2.36,84.488,0.87,1.849,,,
102.100.100/404274,102.100.100/404274,CSPTD,WQR055_D1,Coastal water,26/10/2024,4:40,2024-10-26T04:40:00Z,,13,,2,2,,,27.114,,8.85,meth_3.3.3,,,0.38,0.176,0.197,,,0.06,0.01,,,5.49,,0.095,35.4,35.424,6,2.36,84.488,0.87,1.849,,,
102.100.100/404269,102.100.100/404269,CSPTD,WQR055_D0,Coastal water,26/10/2024,4:42,2024-10-26T04:42:00Z,,0,,2,2,,,27.45,,5.6,meth_3.3.3,,,0.17,0.108,0.065,,,0.01,0.01,,,4.35,,0.08,35.414,35.439,6,2.275,88.413,0.64,1.452,,,
102.100.100/404270,102.100.100/404270,CSPTD,WQR055_D0,Coastal water,26/10/2024,4:44,2024-10-26T04:44:00Z,,0,,2,2,,,27.45,,7.51,meth_3.3.3,,,0.17,0.108,0.065,,,0.01,0.01,,,4.35,,0.08,35.414,35.439,6,2.275,88.413,0.64,1.452,,,
102.100.100/404271,102.100.100/404271,CSPTD,WQR055_D0,Coastal water,26/10/2024,4:45,2024-10-26T04:45:00Z,,0,,2,2,,,27.45,,3.97,meth_3.3.3,,,0.17,0.108,0.065,,,0.01,0.01,,,4.35,,0.08,35.414,35.439,6,2.275,88.413,0.64,1.452,,,
102.100.100/404278,102.100.100/404278,CSCTL,WQR056_D1,Coastal water,26/10/2024,23:58,2024-10-26T23:58:00Z,,13,,2,2,,,26.192,,8.34,meth_3.3.3,,,0.11,0.212,0.274,,,0.01,0.01,,,6.675,,0.08,35.492,35.545,3.5,3.285,77.544,1.45,2.398,,,
102.100.100/404279,102.100.100/404279,CSCTL,WQR056_D1,Coastal water,26/10/2024,23:59,2024-10-26T23:59:00Z,,13,,2,2,,,26.192,,5.03,meth_3.3.3,,,0.11,0.212,0.274,,,0.01,0.01,,,6.675,,0.08,35.492,35.545,3.5,3.285,77.544,1.45,2.398,,,
